sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,ma_ngoai_ngu
49008014,6.8,6.25,3.6,6.25,7.0,6.25,N1
49008016,7.4,7.75,6.8,5.0,8.25,7.5,N1
49008017,7.8,7.75,6.8,6.75,8.25,8.0,N1
49008022,6.8,7.75,2.6,7.25,8.0,6.0,N1
49008023,5.8,5.75,8.4,5.25,6.0,5.5,N1
49008024,8.0,7.25,8.6,5.5,7.0,8.25,N1
49008027,5.6,6.0,3.8,4.75,6.5,4.75,N1
49008028,4.8,7.5,5.0,3.25,5.25,6.5,N1
49008029,7.2,8.75,8.0,6.75,6.0,7.5,N1
49008032,6.0,6.25,3.6,2.0,5.0,6.75,N1
49008033,7.6,6.75,7.6,6.75,6.5,6.75,N1
49008035,6.6,7.25,7.2,5.75,6.0,6.75,N1
49008036,5.6,5.75,3.6,3.0,5.25,6.0,N1
49008038,5.0,6.5,7.6,6.25,4.5,6.0,N1
49008039,8.2,5.75,5.0,6.0,7.5,5.25,N1
49008040,7.4,6.75,7.6,7.0,6.5,6.25,N1
49008042,8.2,8.75,4.4,4.5,7.25,5.75,N1
49008044,7.8,7.25,8.6,5.25,8.75,8.0,N1
49008046,6.6,8.25,5.8,5.75,5.5,7.5,N1
49008050,8.2,6.75,8.8,6.5,6.5,8.5,N1
49008051,6.0,7.25,4.0,3.0,6.75,5.0,N1
49008053,6.2,5.75,6.2,5.0,6.75,5.75,N1
49008054,7.4,6.0,7.8,6.25,7.25,7.75,N1
49008056,7.2,8.25,7.6,7.75,8.0,6.5,N1
49008057,5.8,7.5,5.0,5.5,5.5,5.75,N1
49008058,7.6,7.5,8.4,5.75,8.75,2.5,N1
49008059,8.8,7.5,5.8,8.25,9.25,6.0,N1
49008060,7.4,7.0,7.4,5.0,6.75,8.25,N1
49008065,8.6,5.5,7.0,5.5,7.5,5.0,N1
49008067,8.4,7.5,8.8,8.0,7.5,7.25,N1
49008068,6.4,6.75,9.2,5.75,5.5,7.5,N1
49008070,6.8,5.75,3.2,5.0,6.25,5.75,N1
49008073,6.6,6.5,5.6,5.25,7.0,6.25,N1
49008077,6.8,6.0,7.0,4.0,7.75,7.75,N1
49008078,8.0,8.0,7.8,4.0,5.25,5.25,N1
49008079,5.6,7.0,5.0,5.0,5.0,5.75,N1
49008080,6.4,8.0,4.2,4.75,6.5,8.0,N1
49008084,8.6,8.25,9.0,7.25,7.75,8.25,N1
49008085,7.0,8.0,6.0,8.25,7.5,7.5,N1
49008086,8.2,7.25,8.8,7.0,8.25,8.25,N1
49008087,4.0,6.5,4.2,3.5,4.0,5.5,N1
49008088,5.4,5.25,3.0,3.75,6.5,7.0,N1
49008091,7.2,5.75,5.6,8.5,8.25,5.25,N1
49008092,5.4,7.25,2.2,4.75,4.0,4.75,N1
49008097,7.4,6.75,6.8,5.5,7.25,8.25,N1
49008101,6.2,6.75,5.8,5.0,8.0,6.0,N1
49008102,7.6,6.5,5.0,7.5,7.5,6.5,N1
49008103,7.6,7.5,6.6,6.25,8.0,7.5,N1
49008105,7.6,6.67,8.4,7.25,6.75,7.0,N1
49008107,7.0,5.5,8.6,6.5,7.0,5.5,N1
49008108,6.8,6.0,9.4,5.0,6.0,7.25,N1
49008111,7.8,6.25,6.6,6.5,7.25,8.0,N1
49008114,7.0,6.75,5.0,5.75,6.75,6.75,N1
49008115,6.8,5.25,2.8,4.75,6.25,5.75,N1
49008116,7.2,7.25,5.0,7.0,6.25,6.0,N1
49008117,7.0,8.25,8.2,5.5,6.75,7.0,N1
49008119,7.6,7.25,7.4,5.5,7.25,7.25,N1
49008120,6.4,7.25,7.8,6.25,7.0,6.25,N1
49008122,6.4,7.0,5.2,5.75,6.25,6.75,N1
49008126,6.2,5.75,1.8,4.25,4.0,4.75,N1
49008135,7.4,5.25,9.6,3.0,7.0,6.75,N1
49008136,7.4,6.5,6.4,4.25,5.75,6.75,N1
49008137,7.8,7.25,8.4,5.0,6.5,8.0,N1
49008139,4.4,4.0,3.6,4.25,2.75,3.5,N1
49008140,7.8,4.25,5.2,6.5,7.5,6.5,N1
49008141,6.4,4.75,3.2,4.75,6.0,4.75,N1
49008145,7.4,5.25,4.0,6.0,5.25,5.0,N1
49008147,7.4,6.0,8.6,6.75,7.0,7.25,N1
49008148,6.2,5.0,6.6,5.75,6.5,6.0,N1
49008150,6.8,5.0,5.4,5.5,7.0,5.0,N1
49008151,7.8,7.5,8.0,5.25,7.0,8.25,N1
49008152,6.6,6.25,6.0,6.0,5.75,6.0,N1
49008155,6.4,7.0,4.0,4.75,5.5,5.0,N1
49008157,7.6,5.25,2.8,8.25,8.5,6.5,N1
49008158,4.8,6.5,5.0,5.25,4.25,4.75,N1
49008159,8.8,7.75,9.0,7.75,8.0,8.5,N1
49008160,7.6,6.0,6.6,8.0,7.5,6.0,N1
49008165,6.4,5.5,5.8,4.0,5.25,6.5,N1
49008168,7.2,6.0,4.2,3.5,6.75,4.75,N1
49008172,6.2,6.25,3.6,4.5,5.25,4.75,N1
49008173,5.6,6.0,6.2,6.0,6.75,6.25,N1
49008179,8.0,6.5,7.8,6.75,5.25,7.0,N1
49008194,7.8,6.75,5.4,7.75,7.75,7.5,N1
49008197,6.0,6.5,4.2,5.75,5.25,5.25,N1
49008199,8.0,8.25,8.8,7.25,8.0,7.5,N1
49008205,8.2,7.5,9.2,7.5,8.5,8.0,N1
49008207,6.2,6.25,4.0,4.75,6.25,6.75,N1
49008208,5.4,6.25,3.2,4.0,5.75,6.0,N1
49008209,6.8,7.25,5.8,4.75,6.25,5.25,N1
49008211,7.6,8.0,7.6,6.5,7.25,8.0,N1
49008213,6.4,5.5,5.4,7.25,7.25,7.25,N1
49008219,6.8,7.0,4.8,6.75,7.0,7.0,N1
49008222,7.4,5.75,6.6,6.5,4.75,7.0,N1
49008223,7.8,6.0,8.6,7.0,6.5,7.25,N1
49008224,8.2,5.0,7.8,6.5,8.0,6.75,N1
49008226,8.4,6.0,8.8,8.25,7.5,7.5,N1
49008228,8.2,5.75,5.4,6.75,7.25,5.75,N1
49008230,7.0,6.0,7.8,6.5,8.0,7.0,N1
49008234,7.8,6.5,3.6,7.0,7.5,8.0,N1
49008235,8.6,5.5,4.4,5.25,7.5,7.5,N1
49008236,5.0,6.5,3.8,4.5,6.0,5.0,N1
49008241,6.2,7.0,5.6,3.5,5.5,6.0,N1
49008242,7.2,8.0,6.8,3.0,6.0,5.75,N1
49008246,5.6,3.75,3.0,5.0,5.0,6.25,N1
49008249,6.8,7.0,6.2,3.5,7.0,5.0,N1
49008259,5.8,7.0,6.0,6.0,6.25,6.75,N1
49008260,6.6,8.0,5.2,4.75,6.75,5.25,N1
49008263,5.4,6.5,6.2,2.5,3.25,7.0,N1
49008264,7.4,7.0,8.0,4.5,8.0,6.75,N1
49008265,8.4,6.75,6.4,7.5,8.0,6.75,N1
49008267,8.4,8.5,9.0,7.5,7.25,7.25,N1
49008268,7.8,5.25,8.4,6.5,7.5,7.0,N1
49008269,7.4,6.75,5.2,6.75,7.0,7.75,N1
49008270,4.0,5.25,3.2,4.25,4.25,5.75,N1
49008274,8.2,8.0,7.2,8.25,8.0,7.75,N1
49008275,7.6,6.25,4.4,5.5,7.0,6.0,N1
49008276,7.2,8.5,4.4,7.25,7.25,6.5,N1
49008280,7.0,6.5,5.2,6.75,6.5,5.25,N1
49008283,6.2,7.0,4.6,5.75,6.75,6.75,N1
49008284,6.0,6.5,5.4,5.5,6.75,5.75,N1
49008288,6.4,6.75,3.8,7.25,5.75,6.0,N1
49008290,5.8,6.5,3.2,5.0,3.0,4.0,N1
49008291,7.2,5.5,7.4,5.25,8.0,7.0,N1
49008295,6.6,5.75,5.8,6.75,7.25,6.25,N1
49008300,7.4,6.5,4.2,6.75,7.25,5.5,N1
49008304,8.4,6.75,5.2,5.75,6.25,6.0,N1
49008306,6.2,6.0,4.6,4.0,6.5,7.75,N1
49008311,5.0,6.5,5.6,4.25,4.25,5.0,N1
49008312,7.8,5.25,7.4,8.0,6.25,6.0,N1
49008313,6.8,5.58,6.0,5.75,7.25,6.5,N1
49008315,7.0,5.5,3.0,5.0,7.5,6.0,N1
49008319,6.0,5.5,3.6,5.0,3.75,6.0,N1
49008323,6.6,7.5,6.2,6.0,7.0,7.5,N1
49008325,7.0,8.5,7.8,6.25,6.75,6.75,N1
49008326,6.8,7.5,5.2,6.25,8.0,6.0,N1
49008331,8.2,7.5,5.6,6.0,7.75,6.75,N1
49008332,5.0,4.5,4.4,5.0,5.75,5.5,N1
49008334,6.4,6.0,3.0,2.75,7.25,7.0,N1
49008335,6.8,5.25,8.0,6.5,8.25,6.25,N1
49008337,6.8,6.5,8.0,7.25,5.75,6.5,N1
49008340,6.2,6.5,2.8,5.5,5.25,6.75,N1
49008343,7.6,8.5,5.8,6.25,5.25,6.0,N1
49008344,7.4,5.75,5.4,6.75,5.75,5.5,N1
49008348,8.0,7.5,6.0,8.0,8.0,7.5,N1
49008349,5.8,6.75,3.0,4.75,4.25,7.0,N1
49008351,8.4,7.25,5.4,8.5,7.75,6.5,N1
49008352,8.0,8.5,6.4,6.75,7.0,6.75,N1
49008354,4.6,6.0,4.0,3.0,4.75,6.0,N1
49008355,6.0,7.0,4.2,6.25,5.25,6.0,N1
49008357,7.4,7.75,8.4,4.0,7.5,6.75,N1
49008358,7.8,7.0,6.6,3.75,7.25,5.75,N1
49008362,6.6,8.0,5.2,4.0,7.5,6.5,N1
49008363,5.8,7.5,6.2,5.75,4.0,6.25,N1
49008364,3.8,6.0,3.0,4.5,4.25,3.75,N1
49008365,6.0,5.5,5.6,4.5,6.75,7.0,N1
49008366,8.0,5.75,7.8,5.5,8.25,9.0,N1
49008368,8.0,6.25,5.6,7.5,8.5,6.75,N1
49008369,8.2,6.0,7.2,7.0,7.25,6.25,N1
49008370,6.0,4.75,4.8,5.0,6.25,6.75,N1
49008378,7.4,8.0,6.2,6.75,7.75,7.5,N1
49008379,7.4,6.0,5.0,6.0,4.5,6.5,N1
49008380,8.8,8.25,8.8,8.75,8.5,6.75,N1
49008381,6.8,6.5,5.6,4.75,6.75,5.75,N1
49008387,7.0,6.25,7.8,5.25,6.75,6.75,N1
49008388,5.4,6.5,6.0,5.0,3.75,5.0,N1
49008394,7.8,7.0,7.4,7.5,8.5,8.0,N1
49008399,6.8,6.75,3.6,6.0,6.75,6.5,N1
49008400,5.4,6.5,3.4,7.0,4.25,4.25,N1
49008401,6.2,6.25,5.4,5.25,7.25,6.5,N1
49008402,6.6,7.75,6.8,5.75,5.25,6.0,N1
49008403,8.4,7.0,8.2,7.5,7.5,6.25,N1
49008406,7.8,5.75,6.2,6.5,6.75,6.5,N1
49008407,6.8,6.5,6.6,5.75,5.5,6.25,N1
49008409,4.4,5.5,2.6,3.25,2.5,5.0,N1
49008411,6.4,6.25,5.2,4.0,7.0,5.0,N1
49008415,6.8,6.5,3.8,6.25,7.75,5.25,N1
49008416,5.2,6.5,4.6,4.0,3.0,5.75,N1
49008417,8.2,7.25,7.6,9.0,9.0,6.25,N1
49008418,6.4,6.5,5.0,3.0,5.0,5.25,N1
49008419,6.4,7.5,3.6,5.5,6.75,6.0,N1
49008420,5.2,6.75,5.2,5.5,4.75,5.5,N1
49008421,7.2,7.75,7.6,4.75,7.5,7.75,N1
49008426,7.4,6.75,7.4,7.5,7.0,7.0,N1
49008427,7.4,7.0,6.2,7.0,8.0,7.0,N1
49008429,6.6,8.0,4.8,6.75,6.75,6.5,N1
49008431,7.2,6.75,7.0,7.75,7.75,7.5,N1
49008434,6.8,6.25,4.8,6.25,4.25,5.25,N1
49008435,6.4,6.5,4.0,4.75,5.5,5.5,N1
49008436,5.8,7.25,3.6,3.75,5.5,6.5,N1
49008437,8.0,5.25,4.6,4.75,5.75,6.0,N1
49008438,8.2,6.75,6.6,7.75,7.25,5.5,N1
49008439,6.4,5.5,3.8,4.5,3.0,4.75,N1
49008440,5.0,5.5,2.8,4.75,3.5,4.75,N1
49008444,7.4,6.75,5.2,6.25,7.5,6.25,N1
49008445,7.0,6.25,6.0,7.5,7.0,6.25,N1
49008447,7.4,8.0,6.4,8.25,7.75,7.25,N1
49008448,7.2,6.25,4.6,5.75,4.75,6.75,N1
49008453,6.4,7.5,5.6,8.0,6.5,6.5,N1
49008454,7.6,8.5,6.4,7.25,8.25,6.75,N1
49008456,8.2,6.0,8.0,7.5,7.75,6.5,N1
49008459,7.2,5.75,8.0,5.5,7.0,6.0,N1
49008460,6.0,6.25,6.2,4.75,6.75,4.75,N1
49008461,8.0,6.75,7.0,5.75,6.5,7.25,N1
49008464,7.8,8.5,7.8,7.75,7.75,7.0,N1
49008465,8.2,7.5,6.8,7.5,7.75,7.0,N1
49008466,7.8,7.5,8.4,8.5,8.25,7.25,N1
49008469,7.4,5.5,4.2,6.75,7.25,6.0,N1
49008472,7.2,7.0,6.6,7.5,7.75,5.75,N1
49008476,6.8,4.5,4.4,4.0,3.5,5.25,N1
49008479,6.8,5.25,6.2,7.25,7.75,5.25,N1
49008482,8.0,7.5,7.8,8.0,8.5,7.25,N1
49008483,7.6,7.25,4.6,6.25,7.0,5.75,N1
49008487,8.2,6.25,6.2,7.75,7.0,6.75,N1
49008488,8.2,6.75,6.4,6.25,8.25,6.75,N1
49008493,6.6,7.5,8.0,6.75,7.0,6.5,N1
49008495,7.2,6.25,3.6,5.75,6.0,3.25,N1
49008498,8.0,6.75,7.8,7.5,8.5,6.0,N1
49008499,6.4,4.0,5.6,5.5,3.0,4.0,N1
49008502,5.4,6.0,6.4,6.5,7.5,5.0,N1
49008504,5.8,4.25,4.4,4.5,4.75,4.0,N1
49008507,7.8,7.25,6.4,8.25,8.0,8.0,N1
49008509,8.4,6.75,8.4,6.25,8.5,5.5,N1
49008511,8.4,6.25,5.4,5.0,5.75,5.0,N1
49008513,8.6,7.0,9.4,9.0,7.25,9.0,N1
49008514,6.4,6.25,4.0,4.25,4.0,5.0,N1
49008515,6.8,6.75,7.8,6.75,6.75,7.0,N1
49008516,8.2,7.25,6.0,8.25,9.25,6.5,N1
49008518,7.6,7.5,8.0,7.0,7.0,8.5,N1
49008525,7.2,5.5,5.2,8.25,8.0,4.5,N1
49008526,6.6,4.5,5.0,4.25,5.0,5.5,N1
49008527,8.2,8.25,7.2,8.0,7.5,7.25,N1
49008528,8.4,8.0,6.8,8.0,7.25,6.75,N1
49008529,8.0,6.25,8.0,6.5,7.5,6.5,N1
49008530,6.8,6.75,7.2,7.25,7.0,6.0,N1
49008533,7.8,6.5,7.2,6.75,6.25,5.75,N1
49008535,7.8,5.75,5.6,5.5,5.5,8.0,N1
49008536,6.8,6.25,5.8,7.25,7.75,6.5,N1
49008540,7.0,6.5,5.2,6.0,6.5,5.75,N1
49008542,6.8,6.33,5.8,7.0,6.25,7.5,N1
49008546,7.4,6.0,4.6,7.25,5.5,5.25,N1
49008547,7.8,6.0,6.0,6.25,6.25,3.5,N1
49008551,6.6,4.25,5.8,5.75,6.5,6.75,N1
49008552,7.2,7.75,7.2,5.0,6.75,5.0,N1
49008553,7.4,8.5,8.0,6.25,7.0,7.25,N1
49008555,6.8,7.25,5.8,3.75,6.5,5.75,N1
49008558,6.8,6.0,4.6,5.5,6.75,6.5,N1
49008559,7.8,6.75,7.8,6.75,8.25,7.25,N1
49008560,4.8,6.5,5.2,5.5,4.5,6.0,N1
49008564,7.2,7.0,6.6,5.5,5.75,6.0,N1
49008568,7.4,5.75,6.0,7.0,8.75,5.25,N1
49008571,5.8,6.0,3.8,4.0,3.0,4.75,N1
49008572,7.4,8.25,7.6,7.5,8.5,7.5,N1
49008573,7.0,6.25,3.4,2.25,4.5,5.75,N1
49008574,8.2,8.0,7.6,7.0,8.25,7.5,N1
49008575,6.2,7.75,7.4,5.75,5.5,5.0,N1
49008578,8.2,7.25,5.8,7.5,8.5,7.75,N1
49008579,6.4,6.0,3.8,3.25,2.0,5.0,N1
49008580,6.8,7.0,6.0,7.25,6.0,5.5,N1
49008581,7.8,8.25,6.4,7.75,7.25,7.25,N1
49008584,7.0,7.0,4.4,4.75,6.75,6.25,N1
49008585,7.0,6.0,5.2,6.25,6.0,4.5,N1
49008586,7.6,6.75,8.0,6.75,8.25,7.25,N1
49008587,6.8,7.25,7.0,7.75,7.5,6.0,N1
49008588,5.6,7.25,3.2,5.5,4.75,3.75,N1
49008589,7.2,5.5,7.2,5.5,7.5,6.5,N1
49008590,7.6,6.0,7.2,7.5,7.75,7.75,N1
49008591,7.6,8.5,9.4,5.25,6.0,6.25,N1
49008599,7.4,6.5,6.4,5.75,7.0,6.0,N1
49008600,7.0,7.0,7.8,7.25,6.0,6.75,N1
49008602,5.0,5.5,4.0,4.0,3.0,4.5,N1
49008609,7.6,5.08,3.4,4.75,4.25,4.75,N1
49008610,6.2,6.5,3.8,5.5,7.0,6.0,N1
49008613,6.8,7.0,5.8,5.0,5.0,7.0,N1
49008614,9.2,8.0,7.0,8.75,8.5,7.5,N1
49008615,7.0,8.0,9.4,6.25,6.25,6.5,N1
49008616,6.4,7.5,5.6,4.75,5.5,4.5,N1
49008617,6.2,5.5,5.8,3.75,3.5,5.25,N1
49008618,7.4,4.5,5.2,4.5,5.5,4.75,N1
49008621,7.2,9.0,9.0,8.25,7.0,7.25,N1
49008623,8.2,7.0,6.4,8.0,7.25,5.5,N1
49008624,8.2,8.5,7.4,8.75,7.0,7.5,N1
49008625,6.0,7.25,4.6,5.25,6.25,6.5,N1
49008626,8.4,7.75,8.8,8.0,7.75,6.75,N1
49008630,6.6,3.5,3.6,5.0,4.75,5.5,N1
49008633,8.2,7.0,8.4,7.75,7.75,7.75,N1
49008635,7.2,6.75,7.0,5.25,7.75,6.0,N1
49008638,7.0,6.75,5.6,5.5,6.0,5.5,N1
49008639,7.0,7.0,6.4,5.75,7.25,5.25,N1
49008644,5.8,7.25,7.6,6.5,6.25,5.75,N1
49008647,6.4,4.25,5.0,4.0,4.5,4.25,N1
49008648,6.8,5.75,4.2,6.5,5.5,6.5,N1
49008649,6.2,5.25,4.2,4.5,4.0,6.25,N1
49008651,6.6,6.5,6.4,5.75,6.25,5.75,N1
49008652,7.2,6.5,6.2,7.25,7.75,6.75,N1
49008653,6.0,6.5,6.2,5.25,7.0,4.5,N1
49008657,7.6,7.5,8.2,5.5,6.75,7.25,N1
49008658,6.8,7.75,6.6,7.25,7.0,5.0,N1
49008659,6.0,6.0,3.8,4.75,4.25,6.0,N1
49008660,6.4,5.25,3.8,6.0,4.75,5.0,N1
49008661,7.6,8.0,7.8,8.5,8.75,6.5,N1
49008663,6.6,6.25,3.4,4.0,1.5,4.25,N1
49008665,7.2,7.0,7.6,7.0,6.75,6.5,N1
49008666,6.2,5.0,3.8,4.0,5.25,4.75,N1
49008668,6.0,5.5,4.8,6.0,5.25,6.25,N1
49008669,7.8,6.5,7.0,6.5,7.75,6.5,N1
49008670,7.4,5.5,4.2,3.5,4.0,4.0,N1
49008671,6.4,6.25,6.0,4.5,6.5,6.5,N1
49008673,5.8,5.25,3.6,3.75,5.25,5.25,N1
49008675,8.2,8.25,9.4,8.25,7.75,8.0,N1
49008685,6.6,6.5,7.6,6.25,7.75,7.25,N1
49008686,6.2,4.5,4.6,6.5,7.0,6.0,N1
49008687,7.6,6.25,4.2,6.5,7.0,5.75,N1
49008688,5.8,5.0,3.4,4.25,5.0,5.5,N1
49008696,6.8,6.5,6.2,6.5,6.75,6.0,N1
49008697,7.8,8.0,7.8,6.25,7.25,6.75,N1
49008699,7.8,5.75,5.6,7.25,7.25,7.75,N1
49008701,7.4,6.25,3.8,4.5,6.25,5.75,N1
49008702,8.2,6.0,6.4,7.75,8.5,5.25,N1
49008704,6.4,6.0,4.8,6.75,5.5,7.5,N1
49008706,6.4,6.0,6.2,5.0,6.5,6.25,N1
49008707,7.2,8.0,5.6,4.5,5.75,5.5,N1
49008711,8.2,7.0,5.2,6.0,6.0,7.5,N1
49008715,6.4,6.5,6.0,6.25,5.25,5.5,N1
49008717,7.4,7.0,9.0,6.0,6.75,6.25,N1
49008719,6.8,6.0,5.2,5.0,5.0,5.0,N1
49008726,6.6,8.75,6.8,5.5,6.0,6.5,N1
49008728,6.8,6.25,7.8,4.5,4.5,5.5,N1
49008729,7.2,6.0,6.0,7.75,7.0,6.0,N1
49008733,6.4,7.0,5.0,4.5,6.0,5.0,N1
49008735,7.4,6.5,7.4,6.5,7.75,3.0,N1
49008736,6.6,7.25,5.2,4.0,5.25,6.5,N1
49008737,6.2,5.0,5.0,3.75,3.0,3.5,N1
49008739,7.0,6.75,6.0,7.0,7.5,6.5,N1
49008743,8.2,6.0,5.8,6.25,8.0,6.5,N1
49008746,7.2,6.0,5.4,6.5,7.5,7.0,N1
49008748,8.0,6.75,6.8,8.5,8.75,6.75,N1
49008749,7.0,3.75,4.6,5.75,7.5,5.25,N1
49008750,8.6,9.0,9.0,8.75,7.5,7.25,N1
49008752,6.6,5.5,6.0,5.25,7.0,5.5,N1
49008755,6.6,7.0,6.6,7.0,6.5,6.75,N1
49008756,7.4,7.75,7.8,5.25,6.5,5.75,N1
49008757,7.2,5.0,7.0,5.5,6.0,5.0,N1
49008759,7.6,6.5,7.4,7.25,8.0,7.0,N1
49008761,8.4,7.25,8.2,7.5,7.0,6.25,N1
49008762,8.2,6.5,7.0,8.0,8.0,7.25,N1
49008763,6.6,7.0,6.4,6.25,6.0,5.5,N1
49008764,7.4,6.5,4.8,4.25,4.25,6.0,N1
49008767,7.2,7.75,6.2,5.0,7.25,5.5,N1
49008770,6.8,7.5,6.6,7.5,6.5,6.0,N1
49008772,8.4,8.25,8.6,5.75,8.0,7.0,N1
49008773,7.0,7.0,6.2,5.25,5.0,5.5,N1
49008776,7.4,6.5,7.6,7.5,7.0,6.0,N1
49008777,8.2,8.0,7.6,7.0,7.75,6.25,N1
49008778,8.0,6.75,6.2,7.25,7.75,7.25,N1
49008779,6.2,6.75,5.4,2.5,4.75,5.5,N1
49008781,8.0,8.0,7.6,8.0,8.75,6.5,N1
49008784,8.2,7.25,7.0,7.5,7.75,7.0,N1
49008785,6.8,6.33,5.2,5.5,6.5,5.5,N1
49008786,8.0,8.0,7.6,7.75,7.5,6.25,N1
49008787,7.6,6.0,5.6,7.75,5.5,7.0,N1
49008789,7.6,8.25,7.8,7.75,8.25,5.25,N1
49008790,7.4,8.5,8.4,7.5,6.25,6.25,N1
49008791,7.2,7.25,5.2,5.75,7.5,6.0,N1
49008793,5.8,5.75,4.4,3.75,2.5,5.0,N1
49008794,7.0,6.5,4.8,7.0,7.0,5.5,N1
49008797,8.0,8.0,8.6,7.75,7.75,7.25,N1
49008801,8.6,7.5,6.2,8.25,8.75,7.0,N1
49008804,7.8,7.75,5.8,5.25,7.25,6.75,N1
49008805,7.8,8.0,6.8,5.75,7.5,7.5,N1
49008806,7.6,8.5,9.0,7.75,8.25,7.5,N1
49008808,7.4,7.75,7.0,6.5,8.25,6.5,N1
49008810,7.0,5.0,6.1,5.5,8.0,4.5,N1
49008811,6.8,6.0,5.2,5.75,5.5,6.25,N1
49008813,7.8,8.0,8.6,8.0,8.75,7.75,N1
49008814,5.2,6.25,4.8,5.0,5.5,6.25,N1
49008815,5.4,5.0,1.4,3.25,4.75,4.25,N1
49008816,7.6,6.25,6.6,7.0,8.25,6.5,N1
49008817,5.4,5.0,4.2,5.0,4.5,3.75,N1
49008818,7.2,6.25,3.0,4.0,4.0,6.0,N1
49008819,8.0,6.0,5.8,6.25,7.75,7.75,N1
49008820,7.2,7.5,8.2,6.75,7.0,6.75,N1
49008821,6.0,7.75,5.4,4.75,7.0,5.25,N1
49008822,7.0,7.25,8.2,4.75,5.5,4.75,N1
49008824,6.8,5.75,5.8,7.0,6.0,4.25,N1
49008825,5.2,5.0,5.0,5.25,5.0,5.0,N1
49008826,6.6,7.0,7.6,8.25,8.0,7.75,N1
49008829,6.4,6.0,3.6,4.5,4.0,4.5,N1
49008830,6.4,8.0,9.0,6.5,7.25,6.75,N1
49008839,6.8,6.5,5.6,6.0,7.0,7.0,N1
49008841,7.4,5.75,5.8,6.25,7.0,4.75,N1
49008842,7.6,6.5,6.2,7.25,6.75,5.75,N1
49008843,7.0,6.5,5.6,4.5,7.5,5.5,N1
49008844,7.4,6.5,5.6,6.25,8.25,6.75,N1
49008847,6.6,7.75,5.8,5.5,6.25,6.25,N1
49008849,6.8,5.0,4.6,6.0,6.0,5.75,N1
49008853,6.8,7.75,8.6,7.0,7.25,7.5,N1
49008854,7.6,5.5,7.4,6.0,7.5,8.0,N1
49008858,7.8,7.5,8.4,5.5,7.25,6.25,N1
49008861,7.0,5.75,5.2,7.0,5.25,4.75,N1
49008862,8.6,7.5,9.0,7.25,8.25,7.5,N1
49008864,8.6,8.25,7.6,6.0,8.5,7.0,N1
49008865,5.2,6.25,5.2,3.5,4.25,5.25,N1
49008876,7.8,6.75,6.0,7.75,8.25,7.0,N1
49008882,6.4,7.25,4.8,7.25,7.25,6.5,N1
49008883,8.0,5.75,4.4,5.5,7.25,7.75,N1
49008892,3.6,5.0,3.2,3.5,4.75,5.75,N1
49008894,6.8,8.0,7.2,6.25,6.0,6.5,N1
49008898,7.2,6.75,6.2,7.0,7.5,8.0,N1
49008899,7.4,7.75,4.8,6.0,7.5,6.5,N1
49008908,6.6,3.75,3.8,3.25,5.5,4.5,N1
49008910,7.2,7.75,7.4,7.25,7.25,6.0,N1
49008922,5.0,5.75,6.2,4.0,4.75,4.25,N1
49008925,8.6,7.75,8.6,7.5,7.75,7.0,N1
49008940,7.2,6.75,4.6,6.25,7.5,7.25,N1
49008941,7.8,7.25,3.6,8.0,8.0,7.0,N1
49008943,8.4,6.25,7.4,8.25,7.0,7.0,N1
49008961,6.2,6.0,4.4,5.0,3.5,4.25,N1
49008963,8.2,7.5,7.2,7.0,7.25,7.0,N1
49008965,7.4,6.75,5.8,6.5,6.5,6.0,N1
49008969,8.0,8.5,3.6,8.0,8.25,7.75,N1
49008974,6.6,6.5,2.8,4.75,7.25,7.25,N1
49008981,7.2,8.0,8.2,7.75,8.0,7.75,N1
49008988,6.2,7.0,4.2,6.25,7.25,6.5,N1
49008989,6.8,7.75,7.2,6.25,7.5,7.0,N1
49008990,6.8,7.25,4.4,7.0,7.0,7.0,N1
49008991,7.2,6.0,3.0,7.0,5.75,6.25,N1
49009008,8.2,8.25,6.4,7.0,7.5,7.5,N1
49009011,6.0,7.5,5.6,6.5,6.75,6.25,N1
49009013,7.6,6.75,5.2,8.0,5.75,6.0,N1
49009015,6.6,7.0,4.0,5.5,5.5,8.75,N1
49009018,6.6,8.25,7.4,5.75,5.0,6.5,N1
49009020,5.2,5.25,3.0,6.25,6.25,5.5,N1
49009021,7.8,6.75,4.4,6.5,6.25,6.75,N1
49009024,6.6,7.5,5.0,6.25,5.5,7.0,N1
49009027,6.0,5.5,2.2,4.0,3.5,5.75,N1
49009028,8.2,5.75,4.8,6.5,5.5,5.75,N1
49009034,7.6,6.5,5.4,6.25,8.25,7.0,N1
49009037,7.6,8.0,6.6,5.5,6.75,6.5,N1
49009041,7.4,5.25,7.4,7.25,6.75,7.0,N1
49009045,7.4,7.25,7.2,8.0,7.0,7.0,N1
49009048,4.6,6.25,2.2,5.25,4.0,5.0,N1
49009058,6.6,7.5,5.0,6.25,7.25,6.75,N1
49009059,6.0,6.5,6.0,5.25,6.25,5.5,N1
49009079,6.8,7.25,5.4,6.25,6.5,5.75,N1
49009086,6.0,7.75,5.8,6.0,7.0,5.25,N1
49009091,7.2,6.5,3.6,5.0,6.75,6.25,N1
49009092,7.4,6.25,3.1,4.75,8.75,7.5,N1
49009093,7.4,6.0,2.6,6.0,6.25,5.75,N1
49009094,7.0,6.5,4.6,6.0,6.5,7.25,N1
